,email,product,rating,salary,Age,user_id,Status
1154,cust17964@gmail.com,Taxes,3.5,98460,53,17964,ACTIVE
1155,cust17965@gmail.com,Funds,5.0,146238,34,17965,ACTIVE
1156,cust17966@gmail.com,Medium-term deposits,3.0,96165,40,17966,ACTIVE
1157,cust17967@gmail.com,Medium-term deposits,2.0,96795,26,17967,ACTIVE
1158,cust17969@gmail.com,Medium-term deposits,5.0,135048,43,17969,ACTIVE
1159,cust17970@gmail.com,Pensions,0.5,13044,74,17970,CHURN
1160,cust17971@gmail.com,Mortgage,4.0,82608,38,17971,ACTIVE
1161,cust17973@gmail.com,Long-term deposits,3.0,13065,26,17973,ACTIVE
1162,cust17975@gmail.com,Direct Debit,4.0,12261,48,17975,ACTIVE
1163,cust17977@gmail.com,Pensions,3.0,145595,62,17977,ACTIVE
1164,cust17978@gmail.com,Taxes,3.5,16609,43,17978,ACTIVE
1165,cust17979@gmail.com,Credit Card,5.0,125011,18,17979,ACTIVE
1166,cust17980@gmail.com,Securities,4.5,24696,53,17980,ACTIVE
1167,cust17981@gmail.com,Securities,3.5,114936,34,17981,ACTIVE
1168,cust17983@gmail.com,Pensions,5.0,29952,62,17983,ACTIVE
1169,cust17984@gmail.com,particular Account,4.0,20976,38,17984,ACTIVE
1170,cust17985@gmail.com,Home Account,4.0,105637,19,17985,ACTIVE
1171,cust17986@gmail.com,Short-term deposits,4.0,98171,54,17986,ACTIVE
1172,cust17989@gmail.com,Medium-term deposits,5.0,134490,29,17989,ACTIVE
1173,cust17990@gmail.com,Pensions,2.0,67958,64,17990,ACTIVE
1174,cust17993@gmail.com,Payroll,3.5,126251,32,17993,ACTIVE
1175,cust17994@gmail.com,Payroll,3.0,22878,48,17994,ACTIVE
1176,cust17995@gmail.com,Credit Card,5.0,73617,30,17995,ACTIVE
1177,cust17996@gmail.com,Derivada Account,5.0,101046,44,17996,ACTIVE
1178,cust17997@gmail.com,Loans,2.0,121375,39,17997,ACTIVE
1179,cust17999@gmail.com,Junior Account,3.5,62030,53,17999,ACTIVE
1180,cust18001@gmail.com,Home Account,3.0,124276,32,18001,ACTIVE
1181,cust18002@gmail.com,Short-term deposits,4.0,95567,26,18002,ACTIVE
1182,cust18004@gmail.com,Current Accounts,4.0,26473,39,18004,ACTIVE
1183,cust18005@gmail.com,Payroll,2.5,145402,50,18005,ACTIVE
1184,cust18007@gmail.com,Guarantees,5.0,84331,49,18007,ACTIVE
1185,cust18009@gmail.com,Medium-term deposits,4.0,68843,32,18009,ACTIVE
1186,cust18010@gmail.com,Mas particular Account,3.5,54215,33,18010,ACTIVE
1187,cust18013@gmail.com,Long-term deposits,4.0,134574,57,18013,ACTIVE
1188,cust18014@gmail.com,Funds,4.5,119608,46,18014,ACTIVE
1189,cust18015@gmail.com,Saving Account,4.0,28986,30,18015,ACTIVE
1190,cust18017@gmail.com,Junior Account,3.0,40711,32,18017,ACTIVE
1191,cust18024@gmail.com,Pensions,3.5,46876,68,18024,ACTIVE
1192,cust18026@gmail.com,Short-term deposits,4.0,90942,28,18026,ACTIVE
1193,cust18028@gmail.com,Medium-term deposits,3.5,108367,21,18028,ACTIVE
1194,cust18029@gmail.com,Credit Card,4.0,80335,22,18029,ACTIVE
1195,cust18030@gmail.com,Taxes,0.5,75370,51,18030,CHURN
1196,cust18031@gmail.com,Mas particular Account,0.5,89308,23,18031,CHURN
1197,cust18032@gmail.com,Home Account,4.0,120686,19,18032,ACTIVE
1198,cust18033@gmail.com,Current Accounts,5.0,118980,42,18033,ACTIVE
1199,cust18035@gmail.com,Pensions,2.0,36711,66,18035,ACTIVE
1200,cust18036@gmail.com,Direct Debit,4.0,117208,29,18036,ACTIVE
1201,cust18037@gmail.com,Home Account,2.0,114392,59,18037,ACTIVE
1202,cust18039@gmail.com,Direct Debit,4.0,22144,47,18039,ACTIVE
1203,cust18040@gmail.com,Securities,5.0,117491,36,18040,ACTIVE
1204,cust18041@gmail.com,e-account,4.5,59046,42,18041,ACTIVE
1205,cust18043@gmail.com,Direct Debit,1.5,101932,24,18043,CHURN
1206,cust18044@gmail.com,Direct Debit,5.0,147910,22,18044,ACTIVE
1207,cust18045@gmail.com,Pensions,4.0,55720,76,18045,ACTIVE
1208,cust18046@gmail.com,Direct Debit,4.0,48962,22,18046,ACTIVE
1209,cust18047@gmail.com,Mas particular Account,4.0,32564,18,18047,ACTIVE
1210,cust18054@gmail.com,Home Account,3.5,37146,22,18054,ACTIVE
1211,cust18057@gmail.com,particular Plus Account,4.0,145961,34,18057,ACTIVE
1212,cust18058@gmail.com,Credit Card,4.0,54280,59,18058,ACTIVE
1213,cust18059@gmail.com,Mas particular Account,2.5,74516,26,18059,ACTIVE
1214,cust18060@gmail.com,Loans,4.0,95302,22,18060,ACTIVE
1215,cust18061@gmail.com,Payroll,5.0,97343,46,18061,ACTIVE
1216,cust18064@gmail.com,Saving Account,3.5,100011,53,18064,ACTIVE
1217,cust18065@gmail.com,Pensions,3.5,73067,76,18065,ACTIVE
1218,cust18069@gmail.com,Direct Debit,3.0,35096,58,18069,ACTIVE
1219,cust18070@gmail.com,Mortgage,2.0,103927,58,18070,ACTIVE
1220,cust18071@gmail.com,Pensions,5.0,28340,71,18071,ACTIVE
1221,cust18072@gmail.com,Medium-term deposits,3.0,129906,46,18072,ACTIVE
1222,cust18074@gmail.com,Medium-term deposits,5.0,60682,31,18074,ACTIVE
1223,cust18075@gmail.com,Payroll Account,4.0,17979,57,18075,ACTIVE
1224,cust18076@gmail.com,e-account,3.0,124090,26,18076,ACTIVE
1225,cust18079@gmail.com,Direct Debit,3.0,148451,28,18079,ACTIVE
1226,cust18080@gmail.com,Securities,5.0,138722,48,18080,ACTIVE
1227,cust18082@gmail.com,Mortgage,2.0,48225,31,18082,ACTIVE
1228,cust18083@gmail.com,Current Accounts,3.5,45999,46,18083,ACTIVE
1229,cust18085@gmail.com,particular Plus Account,3.5,53278,26,18085,ACTIVE
1230,cust18086@gmail.com,Mortgage,5.0,108495,28,18086,ACTIVE
1231,cust18087@gmail.com,Mortgage,4.0,115708,47,18087,ACTIVE
1232,cust18088@gmail.com,Derivada Account,4.5,38875,50,18088,ACTIVE
1233,cust18089@gmail.com,Payroll,3.0,58849,19,18089,ACTIVE
1234,cust18090@gmail.com,particular Plus Account,3.5,62082,52,18090,ACTIVE
1235,cust18091@gmail.com,Long-term deposits,2.5,120354,34,18091,ACTIVE
1236,cust18092@gmail.com,particular Account,4.5,144478,45,18092,ACTIVE
1237,cust18093@gmail.com,e-account,4.0,89338,30,18093,ACTIVE
1238,cust18094@gmail.com,Medium-term deposits,1.0,110837,44,18094,CHURN
1239,cust18095@gmail.com,Long-term deposits,3.0,112570,23,18095,ACTIVE
1240,cust18098@gmail.com,Guarantees,3.5,134439,40,18098,ACTIVE
1241,cust18099@gmail.com,Medium-term deposits,3.5,33551,44,18099,ACTIVE
1242,cust18100@gmail.com,Current Accounts,4.5,39125,47,18100,ACTIVE
1243,cust18101@gmail.com,Current Accounts,4.0,117830,43,18101,ACTIVE
1244,cust18104@gmail.com,Direct Debit,3.0,85828,22,18104,ACTIVE
1245,cust18105@gmail.com,e-account,5.0,133629,50,18105,ACTIVE
1246,cust18106@gmail.com,Short-term deposits,3.5,40075,23,18106,ACTIVE
1247,cust18109@gmail.com,Funds,2.0,71872,55,18109,ACTIVE
1248,cust18111@gmail.com,Current Accounts,4.5,76856,44,18111,ACTIVE
1249,cust18113@gmail.com,Junior Account,4.0,115643,51,18113,ACTIVE
1250,cust18114@gmail.com,Pensions,4.5,47049,62,18114,ACTIVE
1251,cust18115@gmail.com,Medium-term deposits,5.0,123093,33,18115,ACTIVE
1252,cust18116@gmail.com,Mas particular Account,2.5,111907,38,18116,ACTIVE
1253,cust18117@gmail.com,particular Plus Account,3.0,99942,25,18117,ACTIVE
1254,cust18118@gmail.com,Payroll,3.0,74645,24,18118,ACTIVE
1255,cust18120@gmail.com,Short-term deposits,5.0,119728,34,18120,ACTIVE
1256,cust18121@gmail.com,Pensions,3.0,116735,75,18121,ACTIVE
1257,cust18123@gmail.com,Guarantees,1.5,91691,43,18123,CHURN
1258,cust18128@gmail.com,particular Account,4.5,20478,49,18128,ACTIVE
1259,cust18129@gmail.com,Mortgage,4.0,95562,53,18129,ACTIVE
1260,cust18130@gmail.com,Current Accounts,5.0,115950,24,18130,ACTIVE
1261,cust18131@gmail.com,Derivada Account,4.5,52702,40,18131,ACTIVE
1262,cust18132@gmail.com,Short-term deposits,5.0,62642,19,18132,ACTIVE
1263,cust18133@gmail.com,Long-term deposits,3.0,114259,42,18133,ACTIVE
1264,cust18134@gmail.com,Junior Account,4.0,41951,53,18134,ACTIVE
1265,cust18135@gmail.com,Payroll,4.0,117102,44,18135,ACTIVE
1266,cust18137@gmail.com,Saving Account,5.0,81036,37,18137,ACTIVE
1267,cust18138@gmail.com,Short-term deposits,4.5,132770,30,18138,ACTIVE
1268,cust18139@gmail.com,Short-term deposits,3.0,130208,21,18139,ACTIVE
1269,cust18140@gmail.com,Loans,4.0,116490,26,18140,ACTIVE
1270,cust18141@gmail.com,Derivada Account,5.0,64712,30,18141,ACTIVE
1271,cust18144@gmail.com,Payroll Account,4.0,55044,48,18144,ACTIVE
1272,cust18146@gmail.com,Funds,3.0,108237,38,18146,ACTIVE
1273,cust18147@gmail.com,Credit Card,3.0,110870,46,18147,ACTIVE
1274,cust18148@gmail.com,Saving Account,3.0,22519,48,18148,ACTIVE
1275,cust18149@gmail.com,Mortgage,1.0,76991,39,18149,CHURN
1276,cust18153@gmail.com,Payroll Account,2.0,25449,22,18153,ACTIVE
1277,cust18155@gmail.com,Funds,3.5,38043,49,18155,ACTIVE
1278,cust18156@gmail.com,Funds,2.5,122147,31,18156,ACTIVE
1279,cust18162@gmail.com,Loans,5.0,131463,48,18162,ACTIVE
1280,cust18164@gmail.com,Current Accounts,3.0,17154,58,18164,ACTIVE
1281,cust18166@gmail.com,Derivada Account,3.5,140482,38,18166,ACTIVE
1282,cust18167@gmail.com,Loans,4.0,119386,33,18167,ACTIVE
1283,cust18168@gmail.com,Current Accounts,4.0,55654,32,18168,ACTIVE
1284,cust18174@gmail.com,Mas particular Account,4.0,106178,36,18174,ACTIVE
1285,cust18176@gmail.com,Payroll Account,4.5,49333,22,18176,ACTIVE
1286,cust18183@gmail.com,Mortgage,5.0,109328,22,18183,ACTIVE
1287,cust18184@gmail.com,Funds,4.0,87032,53,18184,ACTIVE
1288,cust18185@gmail.com,Mortgage,2.0,28545,26,18185,ACTIVE
1289,cust18186@gmail.com,Long-term deposits,3.0,61059,23,18186,ACTIVE
1290,cust18189@gmail.com,Direct Debit,4.5,95754,43,18189,ACTIVE
1291,cust18190@gmail.com,Pensions,4.5,103327,71,18190,ACTIVE
1292,cust18192@gmail.com,e-account,4.0,18708,58,18192,ACTIVE
1293,cust18193@gmail.com,Funds,4.5,145019,18,18193,ACTIVE
1294,cust18194@gmail.com,Funds,3.5,34918,20,18194,ACTIVE
1295,cust18197@gmail.com,Long-term deposits,2.0,101048,49,18197,ACTIVE
1296,cust18199@gmail.com,Securities,3.5,82563,54,18199,ACTIVE
1297,cust18200@gmail.com,Long-term deposits,3.5,33809,39,18200,ACTIVE
1298,cust18201@gmail.com,Credit Card,3.0,102009,42,18201,ACTIVE
1299,cust18203@gmail.com,Mortgage,3.0,131471,18,18203,ACTIVE
1300,cust18204@gmail.com,Funds,4.0,84039,20,18204,ACTIVE
1301,cust18211@gmail.com,particular Plus Account,2.5,40174,41,18211,ACTIVE
1302,cust18215@gmail.com,Taxes,5.0,89307,28,18215,ACTIVE
1303,cust18220@gmail.com,Short-term deposits,2.5,110558,42,18220,ACTIVE
1304,cust18221@gmail.com,Credit Card,4.0,34034,49,18221,ACTIVE
1305,cust18223@gmail.com,Payroll Account,5.0,117689,50,18223,ACTIVE
1306,cust18224@gmail.com,particular Plus Account,4.0,53461,59,18224,ACTIVE
1307,cust18225@gmail.com,Direct Debit,4.0,45999,49,18225,ACTIVE
1308,cust18228@gmail.com,Current Accounts,1.5,34656,38,18228,CHURN
1309,cust18231@gmail.com,particular Account,3.0,87083,18,18231,ACTIVE
1310,cust18232@gmail.com,Pensions,2.5,136938,74,18232,ACTIVE
1311,cust18233@gmail.com,Home Account,1.0,56305,56,18233,CHURN
1312,cust18234@gmail.com,Home Account,3.5,52697,50,18234,ACTIVE
1313,cust18237@gmail.com,Current Accounts,3.5,73652,19,18237,ACTIVE
1314,cust18238@gmail.com,Short-term deposits,4.0,27138,19,18238,ACTIVE
1315,cust18239@gmail.com,Home Account,4.0,23205,47,18239,ACTIVE
1316,cust18240@gmail.com,Payroll Account,3.0,62920,24,18240,ACTIVE
1317,cust18244@gmail.com,Payroll Account,3.5,51048,42,18244,ACTIVE
1318,cust18245@gmail.com,Home Account,4.5,122238,24,18245,ACTIVE
1319,cust18247@gmail.com,Payroll Account,5.0,10543,18,18247,ACTIVE
1320,cust18249@gmail.com,Loans,4.0,123816,18,18249,ACTIVE
1321,cust18256@gmail.com,Home Account,5.0,116074,30,18256,ACTIVE
1322,cust18259@gmail.com,Short-term deposits,4.0,102792,19,18259,ACTIVE
1323,cust18260@gmail.com,Pensions,4.5,34963,79,18260,ACTIVE
1324,cust18261@gmail.com,Payroll,2.0,143795,18,18261,ACTIVE
1325,cust18262@gmail.com,Junior Account,4.0,22119,48,18262,ACTIVE
1326,cust18264@gmail.com,Medium-term deposits,3.5,65789,44,18264,ACTIVE
1327,cust18265@gmail.com,Funds,4.5,49978,31,18265,ACTIVE
1328,cust18266@gmail.com,Pensions,3.0,98336,62,18266,ACTIVE
1329,cust18269@gmail.com,Securities,4.0,98437,52,18269,ACTIVE
1330,cust18271@gmail.com,e-account,4.0,117615,35,18271,ACTIVE
1331,cust18273@gmail.com,Payroll,4.5,16493,43,18273,ACTIVE
1332,cust18274@gmail.com,Pensions,4.0,84661,67,18274,ACTIVE
1333,cust18275@gmail.com,Medium-term deposits,5.0,142917,45,18275,ACTIVE
1334,cust18278@gmail.com,Derivada Account,5.0,89987,49,18278,ACTIVE
1335,cust18280@gmail.com,Pensions,4.0,28653,75,18280,ACTIVE
1336,cust18281@gmail.com,Derivada Account,4.5,91520,58,18281,ACTIVE
1337,cust18282@gmail.com,Pensions,4.0,103614,70,18282,ACTIVE
1338,cust18284@gmail.com,Mortgage,2.5,58876,39,18284,ACTIVE
1339,cust18285@gmail.com,Pensions,4.5,111825,67,18285,ACTIVE
1340,cust18286@gmail.com,Mas particular Account,4.0,140831,42,18286,ACTIVE
1341,cust18288@gmail.com,Short-term deposits,2.5,55098,50,18288,ACTIVE
1342,cust18289@gmail.com,Pensions,4.5,136591,70,18289,ACTIVE
1343,cust18292@gmail.com,particular Account,5.0,25449,38,18292,ACTIVE
1344,cust18293@gmail.com,Home Account,3.5,87584,20,18293,ACTIVE
1345,cust18294@gmail.com,Direct Debit,4.5,16413,21,18294,ACTIVE
1346,cust18295@gmail.com,Securities,4.0,48349,59,18295,ACTIVE
1347,cust18298@gmail.com,Current Accounts,3.0,110792,48,18298,ACTIVE
1348,cust18299@gmail.com,Pensions,3.0,32841,61,18299,ACTIVE
1349,cust18302@gmail.com,Loans,4.0,100365,23,18302,ACTIVE
1350,cust18303@gmail.com,Home Account,3.5,17514,54,18303,ACTIVE
1351,cust18304@gmail.com,Loans,2.0,103969,23,18304,ACTIVE
1352,cust18306@gmail.com,Payroll Account,4.5,95907,46,18306,ACTIVE
1353,cust18309@gmail.com,Guarantees,1.0,128774,39,18309,CHURN
1354,cust18313@gmail.com,particular Account,2.5,95212,35,18313,ACTIVE
1355,cust18314@gmail.com,Taxes,4.5,121272,27,18314,ACTIVE
1356,cust18317@gmail.com,Securities,3.5,131526,26,18317,ACTIVE
1357,cust18318@gmail.com,Direct Debit,3.0,114377,38,18318,ACTIVE
1358,cust18319@gmail.com,Credit Card,3.5,51693,29,18319,ACTIVE
1359,cust18320@gmail.com,Saving Account,3.0,55146,42,18320,ACTIVE
1360,cust18322@gmail.com,Credit Card,2.5,61129,45,18322,ACTIVE
1361,cust18327@gmail.com,Payroll Account,4.0,28648,29,18327,ACTIVE
1362,cust18328@gmail.com,Loans,3.0,16125,58,18328,ACTIVE
1363,cust18330@gmail.com,Pensions,5.0,24395,75,18330,ACTIVE
1364,cust18331@gmail.com,Payroll Account,4.5,121115,56,18331,ACTIVE
1365,cust18332@gmail.com,Mortgage,4.0,93824,23,18332,ACTIVE
1366,cust18333@gmail.com,Loans,4.5,144708,24,18333,ACTIVE
1367,cust18334@gmail.com,Home Account,5.0,87340,53,18334,ACTIVE
1368,cust18338@gmail.com,Funds,3.5,108617,22,18338,ACTIVE
1369,cust18340@gmail.com,Derivada Account,3.0,72267,33,18340,ACTIVE
1370,cust18348@gmail.com,Pensions,4.0,71727,64,18348,ACTIVE
1371,cust18349@gmail.com,Payroll Account,5.0,16186,36,18349,ACTIVE
1372,cust18350@gmail.com,Securities,4.0,92100,48,18350,ACTIVE
1373,cust18351@gmail.com,Funds,4.0,102296,35,18351,ACTIVE
1374,cust18352@gmail.com,Direct Debit,4.0,130409,27,18352,ACTIVE
1375,cust18354@gmail.com,Payroll,4.0,141530,48,18354,ACTIVE
1376,cust18360@gmail.com,Mas particular Account,4.0,52481,48,18360,ACTIVE
1377,cust18363@gmail.com,Payroll Account,5.0,44122,20,18363,ACTIVE
1378,cust18366@gmail.com,Guarantees,3.5,62256,24,18366,ACTIVE
1379,cust18368@gmail.com,Taxes,4.0,112853,25,18368,ACTIVE
1380,cust18372@gmail.com,Saving Account,4.0,143520,58,18372,ACTIVE
1381,cust18374@gmail.com,Home Account,4.5,35703,55,18374,ACTIVE
1382,cust18376@gmail.com,particular Account,3.0,42799,41,18376,ACTIVE
1383,cust18377@gmail.com,Short-term deposits,5.0,14308,18,18377,ACTIVE
1384,cust18386@gmail.com,Mortgage,3.0,36743,34,18386,ACTIVE
1385,cust18389@gmail.com,Derivada Account,5.0,106122,18,18389,ACTIVE
1386,cust18390@gmail.com,Taxes,4.0,127425,30,18390,ACTIVE
1387,cust18391@gmail.com,Loans,4.0,67886,36,18391,ACTIVE
1388,cust18392@gmail.com,Derivada Account,3.0,31067,53,18392,ACTIVE
1389,cust18393@gmail.com,Direct Debit,3.0,54350,44,18393,ACTIVE
1390,cust18394@gmail.com,Taxes,3.0,126588,30,18394,ACTIVE
1391,cust18395@gmail.com,Direct Debit,4.0,29757,59,18395,ACTIVE
1392,cust18396@gmail.com,Junior Account,5.0,45781,29,18396,ACTIVE
1393,cust18398@gmail.com,Taxes,3.0,134571,41,18398,ACTIVE
1394,cust18402@gmail.com,e-account,3.0,109780,51,18402,ACTIVE
1395,cust18403@gmail.com,Loans,4.0,49418,35,18403,ACTIVE
1396,cust18406@gmail.com,Derivada Account,4.0,10995,50,18406,ACTIVE
1397,cust18408@gmail.com,particular Plus Account,4.0,77563,43,18408,ACTIVE
1398,cust18411@gmail.com,Mas particular Account,4.0,70968,57,18411,ACTIVE
1399,cust18415@gmail.com,Payroll Account,4.0,25526,29,18415,ACTIVE
1400,cust18416@gmail.com,Junior Account,4.0,95889,45,18416,ACTIVE
1401,cust18417@gmail.com,Short-term deposits,4.0,55104,58,18417,ACTIVE
1402,cust18423@gmail.com,e-account,5.0,55630,52,18423,ACTIVE
1403,cust18424@gmail.com,Securities,4.0,116447,29,18424,ACTIVE
1404,cust18427@gmail.com,Taxes,3.0,86041,26,18427,ACTIVE
1405,cust18429@gmail.com,Long-term deposits,3.0,53519,39,18429,ACTIVE
1406,cust18430@gmail.com,Payroll,3.5,36849,50,18430,ACTIVE
1407,cust18432@gmail.com,Direct Debit,3.0,32853,38,18432,ACTIVE
1408,cust18435@gmail.com,Guarantees,3.0,13298,36,18435,ACTIVE
1409,cust18437@gmail.com,Short-term deposits,5.0,87088,34,18437,ACTIVE
1410,cust18438@gmail.com,Loans,2.5,88825,36,18438,ACTIVE
1411,cust18442@gmail.com,Pensions,4.0,65485,75,18442,ACTIVE
1412,cust18443@gmail.com,Funds,4.0,137233,32,18443,ACTIVE
1413,cust18444@gmail.com,Medium-term deposits,2.5,101158,30,18444,ACTIVE
1414,cust18446@gmail.com,Medium-term deposits,3.5,142495,51,18446,ACTIVE
1415,cust18447@gmail.com,Pensions,3.0,138942,70,18447,ACTIVE
1416,cust18448@gmail.com,Short-term deposits,5.0,64772,27,18448,ACTIVE
1417,cust18449@gmail.com,Pensions,4.0,74156,64,18449,ACTIVE
1418,cust18450@gmail.com,Derivada Account,5.0,109437,45,18450,ACTIVE
1419,cust18451@gmail.com,Medium-term deposits,4.0,71147,24,18451,ACTIVE
1420,cust18452@gmail.com,Taxes,3.0,145902,41,18452,ACTIVE
1421,cust18453@gmail.com,Taxes,3.5,139348,22,18453,ACTIVE
1422,cust18454@gmail.com,Direct Debit,5.0,149598,39,18454,ACTIVE
1423,cust18455@gmail.com,Securities,1.5,15283,59,18455,CHURN
1424,cust18456@gmail.com,Taxes,2.0,134013,39,18456,ACTIVE
1425,cust18457@gmail.com,Mortgage,4.5,89517,29,18457,ACTIVE
1426,cust18461@gmail.com,Pensions,3.5,95051,79,18461,ACTIVE
1427,cust18462@gmail.com,particular Plus Account,3.0,54560,22,18462,ACTIVE
1428,cust18463@gmail.com,Credit Card,3.5,126407,27,18463,ACTIVE
1429,cust18465@gmail.com,Mas particular Account,5.0,13435,55,18465,ACTIVE
1430,cust18466@gmail.com,Direct Debit,4.5,93387,22,18466,ACTIVE
1431,cust18469@gmail.com,Short-term deposits,4.0,18572,45,18469,ACTIVE
1432,cust18474@gmail.com,Pensions,4.0,27123,61,18474,ACTIVE
1433,cust18475@gmail.com,Payroll,2.0,33541,28,18475,ACTIVE
1434,cust18477@gmail.com,Guarantees,4.0,67409,22,18477,ACTIVE
1435,cust18478@gmail.com,Junior Account,4.5,18940,48,18478,ACTIVE
1436,cust18483@gmail.com,Guarantees,4.0,22546,32,18483,ACTIVE
1437,cust18487@gmail.com,Guarantees,4.0,138365,26,18487,ACTIVE
1438,cust18488@gmail.com,Taxes,4.0,148017,40,18488,ACTIVE
1439,cust18489@gmail.com,Pensions,3.0,104023,79,18489,ACTIVE
1440,cust18490@gmail.com,Taxes,5.0,138796,37,18490,ACTIVE
1441,cust18491@gmail.com,Payroll,3.5,90383,52,18491,ACTIVE
1442,cust18492@gmail.com,Loans,4.0,103646,22,18492,ACTIVE
1443,cust18493@gmail.com,Mortgage,3.0,31010,28,18493,ACTIVE
1444,cust18494@gmail.com,e-account,2.5,82027,24,18494,ACTIVE
1445,cust18495@gmail.com,Saving Account,5.0,143512,53,18495,ACTIVE
1446,cust18498@gmail.com,Direct Debit,5.0,74483,39,18498,ACTIVE
1447,cust18499@gmail.com,Mas particular Account,5.0,40776,29,18499,ACTIVE
1448,cust18500@gmail.com,Long-term deposits,1.5,87254,34,18500,CHURN
1449,cust18501@gmail.com,Short-term deposits,4.5,26223,22,18501,ACTIVE
1450,cust18504@gmail.com,Derivada Account,3.5,134612,48,18504,ACTIVE
1451,cust18505@gmail.com,Current Accounts,3.0,74034,55,18505,ACTIVE
1452,cust18507@gmail.com,particular Plus Account,0.5,145113,37,18507,CHURN
1453,cust18508@gmail.com,Mas particular Account,5.0,146498,18,18508,ACTIVE
1454,cust18509@gmail.com,Loans,2.0,55298,19,18509,ACTIVE
1455,cust18510@gmail.com,particular Account,4.0,56923,32,18510,ACTIVE
1456,cust18512@gmail.com,Short-term deposits,3.5,135057,54,18512,ACTIVE
1457,cust18515@gmail.com,Medium-term deposits,5.0,78548,51,18515,ACTIVE
1458,cust18518@gmail.com,e-account,2.0,73801,29,18518,ACTIVE
1459,cust18520@gmail.com,Home Account,5.0,11086,54,18520,ACTIVE
1460,cust18521@gmail.com,Payroll Account,5.0,101615,56,18521,ACTIVE
1461,cust18522@gmail.com,Current Accounts,3.5,80696,19,18522,ACTIVE
1462,cust18524@gmail.com,Securities,4.5,38205,28,18524,ACTIVE
1463,cust18525@gmail.com,Pensions,3.0,31855,71,18525,ACTIVE
1464,cust18526@gmail.com,Pensions,3.0,92645,78,18526,ACTIVE
1465,cust18528@gmail.com,Direct Debit,3.5,130480,50,18528,ACTIVE
1466,cust18529@gmail.com,Funds,4.5,15532,52,18529,ACTIVE
1467,cust18532@gmail.com,Medium-term deposits,4.0,53778,50,18532,ACTIVE
1468,cust18534@gmail.com,Payroll Account,2.0,28691,52,18534,ACTIVE
1469,cust18537@gmail.com,Saving Account,4.5,99658,41,18537,ACTIVE
1470,cust18538@gmail.com,Funds,3.0,129680,31,18538,ACTIVE
1471,cust18540@gmail.com,Mas particular Account,5.0,105751,49,18540,ACTIVE
1472,cust18541@gmail.com,Pensions,4.5,113996,63,18541,ACTIVE
1473,cust18544@gmail.com,Mortgage,4.0,59993,21,18544,ACTIVE
1474,cust18545@gmail.com,Pensions,3.0,85154,60,18545,ACTIVE
1475,cust18548@gmail.com,Payroll Account,5.0,65194,24,18548,ACTIVE
1476,cust18551@gmail.com,Home Account,5.0,99743,58,18551,ACTIVE
1477,cust18552@gmail.com,Mas particular Account,4.0,106875,21,18552,ACTIVE
1478,cust18553@gmail.com,Pensions,3.5,41613,70,18553,ACTIVE
1479,cust18554@gmail.com,Securities,3.0,80552,39,18554,ACTIVE
1480,cust18556@gmail.com,e-account,4.0,102988,34,18556,ACTIVE
1481,cust18559@gmail.com,Home Account,3.0,35029,19,18559,ACTIVE
1482,cust18561@gmail.com,Payroll Account,1.0,25751,27,18561,CHURN
1483,cust18562@gmail.com,Loans,4.0,18711,43,18562,ACTIVE
1484,cust18565@gmail.com,Home Account,4.0,102217,25,18565,ACTIVE
1485,cust18568@gmail.com,Payroll,3.0,10411,50,18568,ACTIVE
1486,cust18572@gmail.com,Direct Debit,5.0,74482,36,18572,ACTIVE
1487,cust18574@gmail.com,Guarantees,4.0,18198,54,18574,ACTIVE
1488,cust18578@gmail.com,Payroll Account,4.0,100491,55,18578,ACTIVE
1489,cust18585@gmail.com,Guarantees,3.5,147085,35,18585,ACTIVE
1490,cust18587@gmail.com,Funds,3.5,23930,59,18587,ACTIVE
1491,cust18590@gmail.com,Direct Debit,3.0,117596,24,18590,ACTIVE
1492,cust18591@gmail.com,Payroll Account,4.0,143151,21,18591,ACTIVE
1493,cust18594@gmail.com,Guarantees,3.5,76304,43,18594,ACTIVE
1494,cust18597@gmail.com,Saving Account,3.0,25212,37,18597,ACTIVE
1495,cust18600@gmail.com,Funds,5.0,116420,32,18600,ACTIVE
1496,cust18602@gmail.com,Credit Card,5.0,128143,55,18602,ACTIVE
1497,cust18603@gmail.com,Securities,3.0,15058,39,18603,ACTIVE
1498,cust18606@gmail.com,Junior Account,3.5,132174,22,18606,ACTIVE
1499,cust18610@gmail.com,Guarantees,4.0,110565,49,18610,ACTIVE
1500,cust18612@gmail.com,Home Account,4.0,67290,28,18612,ACTIVE
1501,cust18614@gmail.com,Mas particular Account,5.0,55045,51,18614,ACTIVE
1502,cust18619@gmail.com,Home Account,3.0,15805,57,18619,ACTIVE
1503,cust18622@gmail.com,Medium-term deposits,5.0,134750,25,18622,ACTIVE
1504,cust18623@gmail.com,Pensions,3.5,14527,68,18623,ACTIVE
1505,cust18624@gmail.com,Taxes,4.5,25011,31,18624,ACTIVE
1506,cust18626@gmail.com,e-account,2.0,132591,22,18626,ACTIVE
1507,cust18627@gmail.com,Short-term deposits,3.0,31697,55,18627,ACTIVE
1508,cust18629@gmail.com,Mortgage,5.0,96360,58,18629,ACTIVE
1509,cust18631@gmail.com,Credit Card,4.0,148930,34,18631,ACTIVE
1510,cust18633@gmail.com,Guarantees,5.0,86617,48,18633,ACTIVE
1511,cust18634@gmail.com,Payroll Account,3.5,128099,39,18634,ACTIVE
